"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2023 19:00:00 - 01/01/2023 20:00:00","BZN|NL","Without sequence","54.95","",""
"01/01/2023 20:00:00 - 01/01/2023 21:00:00","BZN|NL","Without sequence","62.0","",""
"01/01/2023 21:00:00 - 01/01/2023 22:00:00","BZN|NL","Without sequence","52.93","",""
"01/01/2023 22:00:00 - 01/01/2023 23:00:00","BZN|NL","Without sequence","45.96","",""
"01/01/2023 23:00:00 - 02/01/2023 00:00:00","BZN|NL","Without sequence","35.0","",""
"02/01/2023 00:00:00 - 02/01/2023 01:00:00","BZN|NL","Without sequence","109.9","",""
"02/01/2023 01:00:00 - 02/01/2023 02:00:00","BZN|NL","Without sequence","94.9","",""
"02/01/2023 02:00:00 - 02/01/2023 03:00:00","BZN|NL","Without sequence","52.93","",""
"02/01/2023 03:00:00 - 02/01/2023 04:00:00","BZN|NL","Without sequence","44.16","",""
"02/01/2023 04:00:00 - 02/01/2023 05:00:00","BZN|NL","Without sequence","50.08","",""
"02/01/2023 05:00:00 - 02/01/2023 06:00:00","BZN|NL","Without sequence","77.09","",""
"02/01/2023 06:00:00 - 02/01/2023 07:00:00","BZN|NL","Without sequence","105.08","",""
"02/01/2023 07:00:00 - 02/01/2023 08:00:00","BZN|NL","Without sequence","140.64","",""
"02/01/2023 08:00:00 - 02/01/2023 09:00:00","BZN|NL","Without sequence","162.44","",""
"02/01/2023 09:00:00 - 02/01/2023 10:00:00","BZN|NL","Without sequence","180.0","",""
"02/01/2023 10:00:00 - 02/01/2023 11:00:00","BZN|NL","Without sequence","145.61","",""
"02/01/2023 11:00:00 - 02/01/2023 12:00:00","BZN|NL","Without sequence","143.35","",""
"02/01/2023 12:00:00 - 02/01/2023 13:00:00","BZN|NL","Without sequence","144.38","",""
"02/01/2023 13:00:00 - 02/01/2023 14:00:00","BZN|NL","Without sequence","143.76","",""
"02/01/2023 14:00:00 - 02/01/2023 15:00:00","BZN|NL","Without sequence","148.2","",""
"02/01/2023 15:00:00 - 02/01/2023 16:00:00","BZN|NL","Without sequence","155.34","",""
"02/01/2023 16:00:00 - 02/01/2023 17:00:00","BZN|NL","Without sequence","164.0","",""
"02/01/2023 17:00:00 - 02/01/2023 18:00:00","BZN|NL","Without sequence","185.68","",""
"02/01/2023 18:00:00 - 02/01/2023 19:00:00","BZN|NL","Without sequence","174.74","",""
"02/01/2023 19:00:00 - 02/01/2023 20:00:00","BZN|NL","Without sequence","169.9","",""
"02/01/2023 20:00:00 - 02/01/2023 21:00:00","BZN|NL","Without sequence","153.0","",""
"02/01/2023 21:00:00 - 02/01/2023 22:00:00","BZN|NL","Without sequence","141.67","",""
"02/01/2023 22:00:00 - 02/01/2023 23:00:00","BZN|NL","Without sequence","134.91","",""
"02/01/2023 23:00:00 - 03/01/2023 00:00:00","BZN|NL","Without sequence","124.22","",""
"03/01/2023 00:00:00 - 03/01/2023 01:00:00","BZN|NL","Without sequence","130.01","",""
"03/01/2023 01:00:00 - 03/01/2023 02:00:00","BZN|NL","Without sequence","120.0","",""
"03/01/2023 02:00:00 - 03/01/2023 03:00:00","BZN|NL","Without sequence","118.76","",""
"03/01/2023 03:00:00 - 03/01/2023 04:00:00","BZN|NL","Without sequence","115.0","",""
"03/01/2023 04:00:00 - 03/01/2023 05:00:00","BZN|NL","Without sequence","113.63","",""
"03/01/2023 05:00:00 - 03/01/2023 06:00:00","BZN|NL","Without sequence","116.27","",""
"03/01/2023 06:00:00 - 03/01/2023 07:00:00","BZN|NL","Without sequence","138.92","",""
"03/01/2023 07:00:00 - 03/01/2023 08:00:00","BZN|NL","Without sequence","159.92","",""
"03/01/2023 08:00:00 - 03/01/2023 09:00:00","BZN|NL","Without sequence","169.17","",""
"03/01/2023 09:00:00 - 03/01/2023 10:00:00","BZN|NL","Without sequence","171.18","",""
"03/01/2023 10:00:00 - 03/01/2023 11:00:00","BZN|NL","Without sequence","168.57","",""
"03/01/2023 11:00:00 - 03/01/2023 12:00:00","BZN|NL","Without sequence","169.49","",""
"03/01/2023 12:00:00 - 03/01/2023 13:00:00","BZN|NL","Without sequence","164.5","",""
"03/01/2023 13:00:00 - 03/01/2023 14:00:00","BZN|NL","Without sequence","160.91","",""
"03/01/2023 14:00:00 - 03/01/2023 15:00:00","BZN|NL","Without sequence","163.06","",""
"03/01/2023 15:00:00 - 03/01/2023 16:00:00","BZN|NL","Without sequence","166.79","",""
"03/01/2023 16:00:00 - 03/01/2023 17:00:00","BZN|NL","Without sequence","166.57","",""
"03/01/2023 17:00:00 - 03/01/2023 18:00:00","BZN|NL","Without sequence","170.82","",""
"03/01/2023 18:00:00 - 03/01/2023 19:00:00","BZN|NL","Without sequence","168.95","",""
"03/01/2023 19:00:00 - 03/01/2023 20:00:00","BZN|NL","Without sequence","160.99","",""
"03/01/2023 20:00:00 - 03/01/2023 21:00:00","BZN|NL","Without sequence","149.62","",""
"03/01/2023 21:00:00 - 03/01/2023 22:00:00","BZN|NL","Without sequence","130.63","",""
"03/01/2023 22:00:00 - 03/01/2023 23:00:00","BZN|NL","Without sequence","114.42","",""
"03/01/2023 23:00:00 - 04/01/2023 00:00:00","BZN|NL","Without sequence","92.48","",""
"04/01/2023 00:00:00 - 04/01/2023 01:00:00","BZN|NL","Without sequence","80.07","",""
"04/01/2023 01:00:00 - 04/01/2023 02:00:00","BZN|NL","Without sequence","68.44","",""
"04/01/2023 02:00:00 - 04/01/2023 03:00:00","BZN|NL","Without sequence","37.92","",""
"04/01/2023 03:00:00 - 04/01/2023 04:00:00","BZN|NL","Without sequence","0.0","",""
"04/01/2023 04:00:00 - 04/01/2023 05:00:00","BZN|NL","Without sequence","0.0","",""
"04/01/2023 05:00:00 - 04/01/2023 06:00:00","BZN|NL","Without sequence","6.33","",""
"04/01/2023 06:00:00 - 04/01/2023 07:00:00","BZN|NL","Without sequence","54.9","",""
"04/01/2023 07:00:00 - 04/01/2023 08:00:00","BZN|NL","Without sequence","85.32","",""
"04/01/2023 08:00:00 - 04/01/2023 09:00:00","BZN|NL","Without sequence","150.0","",""
"04/01/2023 09:00:00 - 04/01/2023 10:00:00","BZN|NL","Without sequence","146.0","",""
"04/01/2023 10:00:00 - 04/01/2023 11:00:00","BZN|NL","Without sequence","131.19","",""
"04/01/2023 11:00:00 - 04/01/2023 12:00:00","BZN|NL","Without sequence","130.53","",""
"04/01/2023 12:00:00 - 04/01/2023 13:00:00","BZN|NL","Without sequence","127.87","",""
"04/01/2023 13:00:00 - 04/01/2023 14:00:00","BZN|NL","Without sequence","119.08","",""
"04/01/2023 14:00:00 - 04/01/2023 15:00:00","BZN|NL","Without sequence","116.55","",""
"04/01/2023 15:00:00 - 04/01/2023 16:00:00","BZN|NL","Without sequence","127.99","",""
"04/01/2023 16:00:00 - 04/01/2023 17:00:00","BZN|NL","Without sequence","131.25","",""
"04/01/2023 17:00:00 - 04/01/2023 18:00:00","BZN|NL","Without sequence","150.2","",""
"04/01/2023 18:00:00 - 04/01/2023 19:00:00","BZN|NL","Without sequence","137.5","",""
"04/01/2023 19:00:00 - 04/01/2023 20:00:00","BZN|NL","Without sequence","129.49","",""
"04/01/2023 20:00:00 - 04/01/2023 21:00:00","BZN|NL","Without sequence","122.4","",""
"04/01/2023 21:00:00 - 04/01/2023 22:00:00","BZN|NL","Without sequence","129.39","",""
"04/01/2023 22:00:00 - 04/01/2023 23:00:00","BZN|NL","Without sequence","108.96","",""
"04/01/2023 23:00:00 - 05/01/2023 00:00:00","BZN|NL","Without sequence","106.0","",""
"05/01/2023 00:00:00 - 05/01/2023 01:00:00","BZN|NL","Without sequence","5.4","",""
"05/01/2023 01:00:00 - 05/01/2023 02:00:00","BZN|NL","Without sequence","3.63","",""
"05/01/2023 02:00:00 - 05/01/2023 03:00:00","BZN|NL","Without sequence","4.9","",""
"05/01/2023 03:00:00 - 05/01/2023 04:00:00","BZN|NL","Without sequence","0.0","",""
"05/01/2023 04:00:00 - 05/01/2023 05:00:00","BZN|NL","Without sequence","6.87","",""
"05/01/2023 05:00:00 - 05/01/2023 06:00:00","BZN|NL","Without sequence","16.32","",""
"05/01/2023 06:00:00 - 05/01/2023 07:00:00","BZN|NL","Without sequence","67.8","",""
"05/01/2023 07:00:00 - 05/01/2023 08:00:00","BZN|NL","Without sequence","119.9","",""
"05/01/2023 08:00:00 - 05/01/2023 09:00:00","BZN|NL","Without sequence","179.0","",""
"05/01/2023 09:00:00 - 05/01/2023 10:00:00","BZN|NL","Without sequence","171.04","",""
"05/01/2023 10:00:00 - 05/01/2023 11:00:00","BZN|NL","Without sequence","169.47","",""
"05/01/2023 11:00:00 - 05/01/2023 12:00:00","BZN|NL","Without sequence","154.0","",""
"05/01/2023 12:00:00 - 05/01/2023 13:00:00","BZN|NL","Without sequence","146.0","",""
"05/01/2023 13:00:00 - 05/01/2023 14:00:00","BZN|NL","Without sequence","145.1","",""
"05/01/2023 14:00:00 - 05/01/2023 15:00:00","BZN|NL","Without sequence","151.03","",""
"05/01/2023 15:00:00 - 05/01/2023 16:00:00","BZN|NL","Without sequence","159.48","",""
"05/01/2023 16:00:00 - 05/01/2023 17:00:00","BZN|NL","Without sequence","172.73","",""
"05/01/2023 17:00:00 - 05/01/2023 18:00:00","BZN|NL","Without sequence","222.1","",""
"05/01/2023 18:00:00 - 05/01/2023 19:00:00","BZN|NL","Without sequence","194.67","",""
"05/01/2023 19:00:00 - 05/01/2023 20:00:00","BZN|NL","Without sequence","177.98","",""
"05/01/2023 20:00:00 - 05/01/2023 21:00:00","BZN|NL","Without sequence","163.99","",""
"05/01/2023 21:00:00 - 05/01/2023 22:00:00","BZN|NL","Without sequence","152.0","",""
"05/01/2023 22:00:00 - 05/01/2023 23:00:00","BZN|NL","Without sequence","144.64","",""
"05/01/2023 23:00:00 - 06/01/2023 00:00:00","BZN|NL","Without sequence","127.0","",""
"06/01/2023 00:00:00 - 06/01/2023 01:00:00","BZN|NL","Without sequence","107.21","",""
"06/01/2023 01:00:00 - 06/01/2023 02:00:00","BZN|NL","Without sequence","101.1","",""
"06/01/2023 02:00:00 - 06/01/2023 03:00:00","BZN|NL","Without sequence","96.73","",""
"06/01/2023 03:00:00 - 06/01/2023 04:00:00","BZN|NL","Without sequence","81.42","",""
"06/01/2023 04:00:00 - 06/01/2023 05:00:00","BZN|NL","Without sequence","74.45","",""
"06/01/2023 05:00:00 - 06/01/2023 06:00:00","BZN|NL","Without sequence","78.32","",""
"06/01/2023 06:00:00 - 06/01/2023 07:00:00","BZN|NL","Without sequence","96.89","",""
"06/01/2023 07:00:00 - 06/01/2023 08:00:00","BZN|NL","Without sequence","107.02","",""
"06/01/2023 08:00:00 - 06/01/2023 09:00:00","BZN|NL","Without sequence","122.94","",""
"06/01/2023 09:00:00 - 06/01/2023 10:00:00","BZN|NL","Without sequence","166.4","",""
"06/01/2023 10:00:00 - 06/01/2023 11:00:00","BZN|NL","Without sequence","182.4","",""
"06/01/2023 11:00:00 - 06/01/2023 12:00:00","BZN|NL","Without sequence","163.67","",""
"06/01/2023 12:00:00 - 06/01/2023 13:00:00","BZN|NL","Without sequence","140.2","",""
"06/01/2023 13:00:00 - 06/01/2023 14:00:00","BZN|NL","Without sequence","135.0","",""
"06/01/2023 14:00:00 - 06/01/2023 15:00:00","BZN|NL","Without sequence","158.0","",""
"06/01/2023 15:00:00 - 06/01/2023 16:00:00","BZN|NL","Without sequence","170.4","",""
"06/01/2023 16:00:00 - 06/01/2023 17:00:00","BZN|NL","Without sequence","140.1","",""
"06/01/2023 17:00:00 - 06/01/2023 18:00:00","BZN|NL","Without sequence","155.93","",""
"06/01/2023 18:00:00 - 06/01/2023 19:00:00","BZN|NL","Without sequence","163.5","",""
"06/01/2023 19:00:00 - 06/01/2023 20:00:00","BZN|NL","Without sequence","146.74","",""
"06/01/2023 20:00:00 - 06/01/2023 21:00:00","BZN|NL","Without sequence","139.39","",""
"06/01/2023 21:00:00 - 06/01/2023 22:00:00","BZN|NL","Without sequence","131.84","",""
"06/01/2023 22:00:00 - 06/01/2023 23:00:00","BZN|NL","Without sequence","129.94","",""
"06/01/2023 23:00:00 - 07/01/2023 00:00:00","BZN|NL","Without sequence","121.31","",""
"07/01/2023 00:00:00 - 07/01/2023 01:00:00","BZN|NL","Without sequence","97.28","",""
"07/01/2023 01:00:00 - 07/01/2023 02:00:00","BZN|NL","Without sequence","98.16","",""
"07/01/2023 02:00:00 - 07/01/2023 03:00:00","BZN|NL","Without sequence","94.96","",""
"07/01/2023 03:00:00 - 07/01/2023 04:00:00","BZN|NL","Without sequence","83.86","",""
"07/01/2023 04:00:00 - 07/01/2023 05:00:00","BZN|NL","Without sequence","76.66","",""
"07/01/2023 05:00:00 - 07/01/2023 06:00:00","BZN|NL","Without sequence","69.88","",""
"07/01/2023 06:00:00 - 07/01/2023 07:00:00","BZN|NL","Without sequence","76.49","",""
"07/01/2023 07:00:00 - 07/01/2023 08:00:00","BZN|NL","Without sequence","92.53","",""
"07/01/2023 08:00:00 - 07/01/2023 09:00:00","BZN|NL","Without sequence","109.94","",""
"07/01/2023 09:00:00 - 07/01/2023 10:00:00","BZN|NL","Without sequence","112.87","",""
"07/01/2023 10:00:00 - 07/01/2023 11:00:00","BZN|NL","Without sequence","100.69","",""
"07/01/2023 11:00:00 - 07/01/2023 12:00:00","BZN|NL","Without sequence","88.32","",""
"07/01/2023 12:00:00 - 07/01/2023 13:00:00","BZN|NL","Without sequence","87.9","",""
"07/01/2023 13:00:00 - 07/01/2023 14:00:00","BZN|NL","Without sequence","74.29","",""
"07/01/2023 14:00:00 - 07/01/2023 15:00:00","BZN|NL","Without sequence","90.0","",""
"07/01/2023 15:00:00 - 07/01/2023 16:00:00","BZN|NL","Without sequence","86.9","",""
"07/01/2023 16:00:00 - 07/01/2023 17:00:00","BZN|NL","Without sequence","94.31","",""
"07/01/2023 17:00:00 - 07/01/2023 18:00:00","BZN|NL","Without sequence","98.32","",""
"07/01/2023 18:00:00 - 07/01/2023 19:00:00","BZN|NL","Without sequence","100.96","",""
"07/01/2023 19:00:00 - 07/01/2023 20:00:00","BZN|NL","Without sequence","96.0","",""
"07/01/2023 20:00:00 - 07/01/2023 21:00:00","BZN|NL","Without sequence","89.1","",""
"07/01/2023 21:00:00 - 07/01/2023 22:00:00","BZN|NL","Without sequence","62.98","",""
"07/01/2023 22:00:00 - 07/01/2023 23:00:00","BZN|NL","Without sequence","51.2","",""
"07/01/2023 23:00:00 - 08/01/2023 00:00:00","BZN|NL","Without sequence","38.79","",""
"08/01/2023 00:00:00 - 08/01/2023 01:00:00","BZN|NL","Without sequence","11.55","",""
"08/01/2023 01:00:00 - 08/01/2023 02:00:00","BZN|NL","Without sequence","9.07","",""
"08/01/2023 02:00:00 - 08/01/2023 03:00:00","BZN|NL","Without sequence","9.1","",""
"08/01/2023 03:00:00 - 08/01/2023 04:00:00","BZN|NL","Without sequence","3.46","",""
"08/01/2023 04:00:00 - 08/01/2023 05:00:00","BZN|NL","Without sequence","2.8","",""
"08/01/2023 05:00:00 - 08/01/2023 06:00:00","BZN|NL","Without sequence","5.08","",""
"08/01/2023 06:00:00 - 08/01/2023 07:00:00","BZN|NL","Without sequence","9.02","",""
"08/01/2023 07:00:00 - 08/01/2023 08:00:00","BZN|NL","Without sequence","16.47","",""
"08/01/2023 08:00:00 - 08/01/2023 09:00:00","BZN|NL","Without sequence","50.23","",""
"08/01/2023 09:00:00 - 08/01/2023 10:00:00","BZN|NL","Without sequence","83.02","",""
"08/01/2023 10:00:00 - 08/01/2023 11:00:00","BZN|NL","Without sequence","93.88","",""
"08/01/2023 11:00:00 - 08/01/2023 12:00:00","BZN|NL","Without sequence","103.87","",""
"08/01/2023 12:00:00 - 08/01/2023 13:00:00","BZN|NL","Without sequence","101.69","",""
"08/01/2023 13:00:00 - 08/01/2023 14:00:00","BZN|NL","Without sequence","99.0","",""
"08/01/2023 14:00:00 - 08/01/2023 15:00:00","BZN|NL","Without sequence","104.29","",""
"08/01/2023 15:00:00 - 08/01/2023 16:00:00","BZN|NL","Without sequence","103.33","",""
"08/01/2023 16:00:00 - 08/01/2023 17:00:00","BZN|NL","Without sequence","108.43","",""
"08/01/2023 17:00:00 - 08/01/2023 18:00:00","BZN|NL","Without sequence","118.72","",""
"08/01/2023 18:00:00 - 08/01/2023 19:00:00","BZN|NL","Without sequence","122.76","",""
"08/01/2023 19:00:00 - 08/01/2023 20:00:00","BZN|NL","Without sequence","109.44","",""
"08/01/2023 20:00:00 - 08/01/2023 21:00:00","BZN|NL","Without sequence","104.41","",""
"08/01/2023 21:00:00 - 08/01/2023 22:00:00","BZN|NL","Without sequence","98.65","",""
"08/01/2023 22:00:00 - 08/01/2023 23:00:00","BZN|NL","Without sequence","99.38","",""
"08/01/2023 23:00:00 - 09/01/2023 00:00:00","BZN|NL","Without sequence","81.34","",""
"09/01/2023 00:00:00 - 09/01/2023 01:00:00","BZN|NL","Without sequence","75.13","",""
"09/01/2023 01:00:00 - 09/01/2023 02:00:00","BZN|NL","Without sequence","64.38","",""
"09/01/2023 02:00:00 - 09/01/2023 03:00:00","BZN|NL","Without sequence","60.28","",""
"09/01/2023 03:00:00 - 09/01/2023 04:00:00","BZN|NL","Without sequence","39.41","",""
"09/01/2023 04:00:00 - 09/01/2023 05:00:00","BZN|NL","Without sequence","43.12","",""
"09/01/2023 05:00:00 - 09/01/2023 06:00:00","BZN|NL","Without sequence","69.07","",""
"09/01/2023 06:00:00 - 09/01/2023 07:00:00","BZN|NL","Without sequence","107.13","",""
"09/01/2023 07:00:00 - 09/01/2023 08:00:00","BZN|NL","Without sequence","160.0","",""
"09/01/2023 08:00:00 - 09/01/2023 09:00:00","BZN|NL","Without sequence","180.0","",""
"09/01/2023 09:00:00 - 09/01/2023 10:00:00","BZN|NL","Without sequence","177.16","",""
"09/01/2023 10:00:00 - 09/01/2023 11:00:00","BZN|NL","Without sequence","159.13","",""
"09/01/2023 11:00:00 - 09/01/2023 12:00:00","BZN|NL","Without sequence","160.78","",""
"09/01/2023 12:00:00 - 09/01/2023 13:00:00","BZN|NL","Without sequence","141.0","",""
"09/01/2023 13:00:00 - 09/01/2023 14:00:00","BZN|NL","Without sequence","142.07","",""
"09/01/2023 14:00:00 - 09/01/2023 15:00:00","BZN|NL","Without sequence","138.97","",""
"09/01/2023 15:00:00 - 09/01/2023 16:00:00","BZN|NL","Without sequence","151.23","",""
"09/01/2023 16:00:00 - 09/01/2023 17:00:00","BZN|NL","Without sequence","162.04","",""
"09/01/2023 17:00:00 - 09/01/2023 18:00:00","BZN|NL","Without sequence","174.27","",""
"09/01/2023 18:00:00 - 09/01/2023 19:00:00","BZN|NL","Without sequence","182.18","",""
"09/01/2023 19:00:00 - 09/01/2023 20:00:00","BZN|NL","Without sequence","170.24","",""
"09/01/2023 20:00:00 - 09/01/2023 21:00:00","BZN|NL","Without sequence","160.51","",""
"09/01/2023 21:00:00 - 09/01/2023 22:00:00","BZN|NL","Without sequence","138.93","",""
"09/01/2023 22:00:00 - 09/01/2023 23:00:00","BZN|NL","Without sequence","132.0","",""
"09/01/2023 23:00:00 - 10/01/2023 00:00:00","BZN|NL","Without sequence","108.31","",""
"10/01/2023 00:00:00 - 10/01/2023 01:00:00","BZN|NL","Without sequence","106.01","",""
"10/01/2023 01:00:00 - 10/01/2023 02:00:00","BZN|NL","Without sequence","96.72","",""
"10/01/2023 02:00:00 - 10/01/2023 03:00:00","BZN|NL","Without sequence","95.15","",""
"10/01/2023 03:00:00 - 10/01/2023 04:00:00","BZN|NL","Without sequence","90.33","",""
"10/01/2023 04:00:00 - 10/01/2023 05:00:00","BZN|NL","Without sequence","95.61","",""
"10/01/2023 05:00:00 - 10/01/2023 06:00:00","BZN|NL","Without sequence","108.6","",""
"10/01/2023 06:00:00 - 10/01/2023 07:00:00","BZN|NL","Without sequence","138.13","",""
"10/01/2023 07:00:00 - 10/01/2023 08:00:00","BZN|NL","Without sequence","156.0","",""
"10/01/2023 08:00:00 - 10/01/2023 09:00:00","BZN|NL","Without sequence","220.0","",""
"10/01/2023 09:00:00 - 10/01/2023 10:00:00","BZN|NL","Without sequence","222.0","",""
"10/01/2023 10:00:00 - 10/01/2023 11:00:00","BZN|NL","Without sequence","163.52","",""
"10/01/2023 11:00:00 - 10/01/2023 12:00:00","BZN|NL","Without sequence","147.6","",""
"10/01/2023 12:00:00 - 10/01/2023 13:00:00","BZN|NL","Without sequence","141.25","",""
"10/01/2023 13:00:00 - 10/01/2023 14:00:00","BZN|NL","Without sequence","141.68","",""
"10/01/2023 14:00:00 - 10/01/2023 15:00:00","BZN|NL","Without sequence","145.41","",""
"10/01/2023 15:00:00 - 10/01/2023 16:00:00","BZN|NL","Without sequence","145.92","",""
"10/01/2023 16:00:00 - 10/01/2023 17:00:00","BZN|NL","Without sequence","140.11","",""
"10/01/2023 17:00:00 - 10/01/2023 18:00:00","BZN|NL","Without sequence","147.9","",""
"10/01/2023 18:00:00 - 10/01/2023 19:00:00","BZN|NL","Without sequence","144.74","",""
"10/01/2023 19:00:00 - 10/01/2023 20:00:00","BZN|NL","Without sequence","130.1","",""
"10/01/2023 20:00:00 - 10/01/2023 21:00:00","BZN|NL","Without sequence","122.81","",""
"10/01/2023 21:00:00 - 10/01/2023 22:00:00","BZN|NL","Without sequence","101.9","",""
"10/01/2023 22:00:00 - 10/01/2023 23:00:00","BZN|NL","Without sequence","82.0","",""
"10/01/2023 23:00:00 - 11/01/2023 00:00:00","BZN|NL","Without sequence","42.96","",""
"11/01/2023 00:00:00 - 11/01/2023 01:00:00","BZN|NL","Without sequence","5.0","",""
"11/01/2023 01:00:00 - 11/01/2023 02:00:00","BZN|NL","Without sequence","0.0","",""
"11/01/2023 02:00:00 - 11/01/2023 03:00:00","BZN|NL","Without sequence","-0.33","",""
"11/01/2023 03:00:00 - 11/01/2023 04:00:00","BZN|NL","Without sequence","-0.23","",""
"11/01/2023 04:00:00 - 11/01/2023 05:00:00","BZN|NL","Without sequence","0.0","",""
"11/01/2023 05:00:00 - 11/01/2023 06:00:00","BZN|NL","Without sequence","2.59","",""
"11/01/2023 06:00:00 - 11/01/2023 07:00:00","BZN|NL","Without sequence","57.31","",""
"11/01/2023 07:00:00 - 11/01/2023 08:00:00","BZN|NL","Without sequence","91.11","",""
"11/01/2023 08:00:00 - 11/01/2023 09:00:00","BZN|NL","Without sequence","163.58","",""
"11/01/2023 09:00:00 - 11/01/2023 10:00:00","BZN|NL","Without sequence","155.6","",""
"11/01/2023 10:00:00 - 11/01/2023 11:00:00","BZN|NL","Without sequence","131.78","",""
"11/01/2023 11:00:00 - 11/01/2023 12:00:00","BZN|NL","Without sequence","130.6","",""
"11/01/2023 12:00:00 - 11/01/2023 13:00:00","BZN|NL","Without sequence","117.82","",""
"11/01/2023 13:00:00 - 11/01/2023 14:00:00","BZN|NL","Without sequence","110.54","",""
"11/01/2023 14:00:00 - 11/01/2023 15:00:00","BZN|NL","Without sequence","115.74","",""
"11/01/2023 15:00:00 - 11/01/2023 16:00:00","BZN|NL","Without sequence","118.83","",""
"11/01/2023 16:00:00 - 11/01/2023 17:00:00","BZN|NL","Without sequence","120.81","",""
"11/01/2023 17:00:00 - 11/01/2023 18:00:00","BZN|NL","Without sequence","133.79","",""
"11/01/2023 18:00:00 - 11/01/2023 19:00:00","BZN|NL","Without sequence","133.87","",""
"11/01/2023 19:00:00 - 11/01/2023 20:00:00","BZN|NL","Without sequence","129.9","",""
"11/01/2023 20:00:00 - 11/01/2023 21:00:00","BZN|NL","Without sequence","118.53","",""
"11/01/2023 21:00:00 - 11/01/2023 22:00:00","BZN|NL","Without sequence","94.87","",""
"11/01/2023 22:00:00 - 11/01/2023 23:00:00","BZN|NL","Without sequence","92.03","",""
"11/01/2023 23:00:00 - 12/01/2023 00:00:00","BZN|NL","Without sequence","69.23","",""
"12/01/2023 00:00:00 - 12/01/2023 01:00:00","BZN|NL","Without sequence","21.74","",""
"12/01/2023 01:00:00 - 12/01/2023 02:00:00","BZN|NL","Without sequence","5.92","",""
"12/01/2023 02:00:00 - 12/01/2023 03:00:00","BZN|NL","Without sequence","5.66","",""
"12/01/2023 03:00:00 - 12/01/2023 04:00:00","BZN|NL","Without sequence","0.1","",""
"12/01/2023 04:00:00 - 12/01/2023 05:00:00","BZN|NL","Without sequence","2.73","",""
"12/01/2023 05:00:00 - 12/01/2023 06:00:00","BZN|NL","Without sequence","25.55","",""
"12/01/2023 06:00:00 - 12/01/2023 07:00:00","BZN|NL","Without sequence","85.72","",""
"12/01/2023 07:00:00 - 12/01/2023 08:00:00","BZN|NL","Without sequence","115.35","",""
"12/01/2023 08:00:00 - 12/01/2023 09:00:00","BZN|NL","Without sequence","138.6","",""
"12/01/2023 09:00:00 - 12/01/2023 10:00:00","BZN|NL","Without sequence","156.6","",""
"12/01/2023 10:00:00 - 12/01/2023 11:00:00","BZN|NL","Without sequence","110.0","",""
"12/01/2023 11:00:00 - 12/01/2023 12:00:00","BZN|NL","Without sequence","111.92","",""
"12/01/2023 12:00:00 - 12/01/2023 13:00:00","BZN|NL","Without sequence","106.7","",""
"12/01/2023 13:00:00 - 12/01/2023 14:00:00","BZN|NL","Without sequence","102.87","",""
"12/01/2023 14:00:00 - 12/01/2023 15:00:00","BZN|NL","Without sequence","110.24","",""
"12/01/2023 15:00:00 - 12/01/2023 16:00:00","BZN|NL","Without sequence","108.66","",""
"12/01/2023 16:00:00 - 12/01/2023 17:00:00","BZN|NL","Without sequence","107.91","",""
"12/01/2023 17:00:00 - 12/01/2023 18:00:00","BZN|NL","Without sequence","130.0","",""
